<Angle (y) = -15y>
1	24	15	6	1	0	30	5	9	25	28	4	2	30	17	0	
2	28	8	2	2	3	29	29	8	1	25	0	5	30	0	0	
3	24	0	6	25	21	6	30	0	0	23	0	7	30	0	0	
4	24	0	6	28	14	3	30	0	0	23	0	7	30	0	0	
5	24	0	6	31	3	0	30	0	0	23	0	7	30	0	0	
6	24	0	6	31	1	0	30	0	0	22	0	8	30	0	0	
7	24	0	6	31	1	0	30	0	0	21	0	9	30	0	0	
8	24	0	6	31	1	0	30	0	0	21	0	9	30	0	0	
9	24	0	6	31	1	0	30	0	0	21	0	9	30	0	0	
10	22	0	8	31	1	0	30	0	0	21	0	9	30	0	0	
11	20	0	10	31	1	0	30	0	0	21	0	9	30	0	0	
12	19	0	11	31	1	0	30	0	0	21	0	9	30	0	0	
13	19	0	11	31	1	0	30	0	0	19	0	11	30	0	0	
14	19	0	11	31	1	0	30	0	0	17	0	13	29	0	1	
15	18	0	12	31	1	0	30	0	0	16	0	14	29	0	1	
16	17	0	13	31	1	0	30	0	0	12	0	18	29	0	1	
17	15	0	15	31	1	0	30	0	0	12	0	18	29	0	1	
18	15	0	15	31	1	0	30	0	0	12	0	18	29	0	1	
19	15	0	15	31	1	0	30	0	0	10	0	20	29	0	1	
20	15	0	15	31	1	0	30	0	0	9	0	21	29	0	1	
21	15	0	15	31	1	0	30	0	0	6	0	24	29	0	1	
22	14	0	16	31	1	0	30	0	0	6	0	24	29	0	1	
23	13	0	17	31	1	0	30	0	0	6	0	24	29	0	1	
24	12	0	18	31	1	0	30	0	0	6	0	24	29	0	1	
25	10	0	20	31	1	0	30	0	0	4	0	26	29	0	1	
26	9	0	21	31	1	0	30	0	0	3	0	27	29	0	1	
27	9	0	21	31	1	0	30	0	0	1	0	29	29	0	1	
28	9	0	21	31	1	0	30	0	0	1	0	29	28	0	2	
29	8	0	22	31	1	0	30	0	0	1	0	29	28	0	2	
30	8	0	22	31	1	0	30	0	0	1	0	29	28	0	2	
<Angle (y) = 15y>
1	13	6	17	3	1	28	16	19	14	6	7	24	27	14	3	
2	29	18	1	28	14	3	29	7	1	7	0	23	29	25	1	
3	30	0	0	31	0	0	30	0	0	7	0	23	30	2	0	
4	28	0	2	31	0	0	30	0	0	7	0	23	30	0	0	
5	26	0	4	31	0	0	30	0	0	7	0	23	30	0	0	
6	25	0	5	31	0	0	30	0	0	7	0	23	28	0	2	
7	25	0	5	31	0	0	30	0	0	7	0	23	26	0	4	
8	23	0	7	31	0	0	30	0	0	7	0	23	21	1	9	
9	22	0	8	31	0	0	30	1	0	7	0	23	16	0	14	
10	20	0	10	31	0	0	30	0	0	7	0	23	14	0	16	
11	19	0	11	31	0	0	30	4	0	7	0	23	7	0	23	
12	18	0	12	31	0	0	30	7	0	7	0	23	0	0	30	
13	17	0	13	31	0	0	30	10	0	7	0	23	0	0	30	
14	17	0	13	31	0	0	29	11	1	7	0	23	0	0	30	
15	17	0	13	31	0	0	28	10	2	7	0	23	0	0	30	
16	17	0	13	31	0	0	28	9	2	7	0	23	0	0	30	
17	14	0	16	31	0	0	25	7	5	7	0	23	0	0	30	
18	14	0	16	31	0	0	22	5	8	7	0	23	0	0	30	
19	13	0	17	31	0	0	16	2	14	7	0	23	0	0	30	
20	13	0	17	31	1	0	7	1	23	7	0	23	0	0	30	
21	13	0	17	31	1	0	0	0	30	7	0	23	0	0	30	
22	11	0	19	31	1	0	0	0	30	7	0	23	0	0	30	
23	11	0	19	31	1	0	0	0	30	7	0	23	0	0	30	
24	11	0	19	31	1	0	0	0	30	7	0	23	0	0	30	
25	10	0	20	31	2	0	0	0	30	7	0	23	0	0	30	
26	9	0	21	31	2	0	0	0	30	7	0	23	0	0	30	
27	9	0	21	31	2	0	0	0	30	6	0	24	0	0	30	
28	9	0	21	31	2	0	0	0	30	5	1	25	0	0	30	
29	9	0	21	31	2	0	0	0	30	5	1	25	0	0	30	
30	9	0	21	31	1	0	0	0	30	5	1	25	0	0	30	
